,Name,Address,Latitude,Longitude
0,Jayhawk Pharmacy and Patient Supply,"2860 Southwest Mission Woods Drive, Topeka",39.01505150000001,-95.7786608
1,Tallgrass Pharmacy,"601 Southwest Corporate View, Topeka",39.0572807,-95.76719320000001
2,CVS,"2835 Southwest Wanamaker Road, Topeka",39.0153787,-95.7643581
3,Hy-Vee Pharmacy,"2951 Southwest Wanamaker Road, Topeka",39.012534,-95.763822
4,Walgreens,"3630 Southwest Wanamaker Road, Topeka",39.00058409999999,-95.76155370000001
5,Walgreens,"2121 Southwest Fairlawn Road, Topeka",39.0282342,-95.7446758
6,Walgreens,"1001 Southwest Gage Boulevard, Topeka",39.05047279999999,-95.7257009
7,CVS,"3901 Southwest 21st Street, Topeka",39.02893220000001,-95.7257459
8,Walgreens,"3900 Southwest 29th Street, Topeka",39.01532909999999,-95.7265116
9,Walgreens,"1001 Southwest Topeka Boulevard, Topeka",39.047309399999996,-95.6824325
10,Walgreens,"3696 Southwest Topeka Boulevard, Topeka",39.0014531,-95.6871129
11,Walgreens,"2101 Northwest Topeka Boulevard, Topeka",39.088043299999995,-95.6655205
12,Walgreens,"2901 Southeast California Avenue, Topeka",39.014776399999995,-95.652263
